itemdesc,company,brand,packaging,qty,uomdesc,pack_size
MULTIBOND - SUPER GLUE 3 ML TUBE,SINWA HOLDINGS GROUP,MULTIBOND,TUBE,3,ML,3.00 ML
CIAL UNIK - STAND OUT BALL POINT PEN - 1 NO,CIC HOLDINGS PLC,CIAL UNIK,,1,NO,1.00 NO
RADIANT I-TEEN BALL BALLPEN (BALLPOINT PEN) - 1 NO,RADIANT MARKETING (PVT) LTD,RADIANT I-TEEN,,1,NO,1.00 NO
PENTIUM 2000 - PASTELS - 36 COLOUR PACK - 1 NO CDBOX,PENTIUM 2000 STATIONERIES (PVT) LTD,PENTIUM,CDBOX,1,NO,1.00 NO
ATLAS - (CLEAR) GLUE LIQUID NEW EASY USE NOZZEL 50 ML PLBOT,ATLAS AXILLIA CO. (PVT) LTD,ATLAS,PLBOT,50,ML,50.00 ML
ATLAS - WHITE (BINDER) GLUE NEW EASY USE NOZZEL 100 GM PLBOT,ATLAS AXILLIA CO. (PVT) LTD,ATLAS,PLBOT,100,GM,100.00 GM
RATHNA - 2B GRAPHITE PENCIL - 1 NO,PRINT EXCEL PVT LTD,RATHNA,,1,NO,1.00 NO
RYTINK ALPHA - BALL POINT PEN - 1 NO,AAEJEY CONSUMER COMPANY,ALPHA,,1,NO,1.00 NO
ATLAS SPARKS - BALL POINT PEN - 1 NO,ATLAS AXILLIA CO. (PVT) LTD,ATLAS SPARKS,,1,NO,1.00 NO
DUMINDU CR PRACTICAL FIVE RULE BOOK (A4) 80 PGS- 1 NO,DUMINDU INDUSTRIES AND PRINTERS PVT LTD,DUMINDU,,1,NO,1.00 NO
DUMINDU PRACTICAL BOOK FIVE RULE 80 PGS- A5 - 1 NO,DUMINDU INDUSTRIES AND PRINTERS PVT LTD,DUMINDU,,1,NO,1.00 NO
DUMINDU PRACTICAL BLANK BOOK 40 PGS - A5 -1 NO,DUMINDU INDUSTRIES AND PRINTERS PVT LTD,DUMINDU,,1,NO,1.00 NO
ROYALTY EXERCISE BOOK (A5) 120 PGS - 1 NO,ROYALTY PVT LTD,ROYALTY,,1,NO,1.00 NO
RICHARD - PRACTICAL BOOK FIVE RULE (A5) 80 PGS - 1 NO,RICHARD TRADING CO (PVT) LTD,RICHARD,,1,NO,1.00 NO
SPARKO - (IMPORTED) - SUPER GLUE 2 ML TUBE,IMPORTED,SPARKO,TUBE,2,ML,2.00 ML
MANGO - (PRINT EXCEL PVT LTD) - WHITE (BINDER) GLUE 40 GM PLBOT,PRINT EXCEL PVT LTD,MANGO,PLBOT,40,GM,40.00 GM
CHERISH BREAK CRUNCHY CHOCO WAFER FINGER 10 GM PLPCH,CHERISH BISCUIT (PVT) LTD,CHERISH,PLPCH,10,GM,10.00 GM
SHEHARA HAPPY TIME FAVORITE 850 GM CD BOX,NETHMI CONFECTIONERY,SHEHARA,CDBOX,850,GM,850.00 GM
"GOLD BLACK & WHITE-TWO IN ONE-WATER BASE + SOLVENT BASE WOOD BRUSH- 2.5"" 1 NO (TRADENET MARKETING)",TRADENET MARKETING SERVICES,GOLD BLACK & WHITE,CB COVER,1,NO,1.00 NO
"GOLD BLACK & WHITE-TWO IN ONE-WATER BASE + SOLVENT BASE WOOD BRUSH- 4"" 1 NO (TRADENET MARKETING)",TRADENET MARKETING SERVICES,GOLD BLACK & WHITE,CB COVER,1,NO,1.00 NO
MULTILAC PREMIUM ACRYLIC WALL FILLER 1 L - INTERIOR,MACKSONS PAINT LANKA,MULTILAC PREMIUM,PL-CANISTER,1000,ML,1000.00 ML
COLOURLAC INTERIOR WHITE PREMIER EMULSION - BRILLIANT WHITE 4 L - INTERIOR,UNIVERSAL PAINT,COLOURLAC,PL-CANISTER,4000,ML,4000.00 ML
ASIAN PAINTS-AP WALLFILL-ACRYLIC WALL FILLER 4 L - INTERIOR,ASIAN PAINTS,AP WALLFILL,PL-CANISTER,4000,ML,4000.00 ML
ASIAN PAINTS CHOICE - EMULSION PAINT - COLOURS 1 L - INTERIOR,ASIAN PAINTS,ASIAN PAINTS-CHOICE,PL-CANISTER,1000,ML,1000.00 ML
COLORMAX N-C THINNERR - 375 ML GLBOT,LION X,COLORMAX N-C THINNER,GLBOT,375,ML,375.00 ML
MAXINE WOOD PRESERVATIVE CLEAR - 1 L PLCAN,D & G HOLDINGS,MAXINE,PLCAN,1000,ML,1000.00 ML
SUNNYCO (NC) WOOD CARE SANDING SEALER - CLEAR - 1 L,SUNNYCO GROUP,SUNNYCO,TIN,1000,ML,1000.00 ML
SUNNYCO WOOD PRESERVATIVE - CLEAR - 1 L,SUNNYCO GROUP,SUNNYCO,PLCAN,1000,ML,1000.00 ML
STANDARD PAINTS - JEMAX SUPPER NC THINNER - 180 ML GLBOT,STANDARD INDUSTRIES (PVT) LTD - (STANDARD CONSTRUCTION),JEMAX NC THINNERS,GLBOT,180,ML,180.00 ML
DELCO NC THINNER HIGH GLOSS SPECIAL - 180 ML GLBOT,DELCO LANKA DISTRIBUTORS,DELCO NC THINNERS,GLBOT,180,ML,180.00 ML
DELCO NC THINNER HIGH GLOSS SPECIAL - 750 ML GLBOT,DELCO LANKA DISTRIBUTORS,DELCO NC THINNERS,GLBOT,750,ML,750.00 ML
PEARL NC THINNER - 2000 ML PLCAN,PEARL CITY CHEMICALS LTD,PEARL NC THINNERS,PLCAN,2000,ML,2000.00 ML
PEARL NC THINNER - 180 ML PLCAN,PEARL CITY CHEMICALS LTD,PEARL NC THINNERS,PLCAN,180,ML,180.00 ML
RATHNA - PRACTICAL BOOK DOUBLE RULE (A5) 80 PGS - 1 NO,PRINT EXCEL PVT LTD,RATHNA,,1,NO,1.00 NO
GODREJ EXPERT NATURAL BLACK ORIGINAL 5 GM,GODREJ HOUSEHOLD PRODUCTS (PVT) LTD,GODREJ,,5,GM,5.00 GM
KSSUPER CHOCONUTS CHOCO COATED PEANUTS 115 GM CDBOX,CEYLON CHOCOLATES,KSSUPER,CDBOX,115,GM,115.00 GM
CROWN BIM BOM FRUIT JELLY (100 GM) 1 NO (CROWN SWEETY PRO.),CROWN SWEETY PRODUCTS PVT LTD,CROWN,,1,NO,1.00 NO
CIC CREAMOO ALOE DRINKING YOGHURT 180 ML PLBOT,CIC DAIRIES PRODUCTS,CIC,PLBOT,180,ML,180.00 ML
SNY ACTIVE DRINK YOGHURT 190 ML PLBOT,SNY DAIRY PRODUCTS,ACTIVE,PLBOT,190,ML,190.00 ML
APE TEA APE RAHATA NIYAMA KAHATA PLPCH 50 GM + SAVE RS 5,ICL MARKETING,APE TEA,PLPCH,50,GM,50.00 GM
WIJAYA PURE CEYLON TEA 250 GM PLPCH,WIJAYA PRODUCTS (PVT) LTD,WIJAYA,PLPCH,250,GM,250.00 GM
PRIMA KOTTUMEE HOT'N SPICY FLAVOURS KRICKET 80 GM PLPCH,CEYLON AGRO INDUSTRIES,PRIMA KOTTUMEE,PLPCH,80,GM,80.00 GM
MORISON LACTO CALAMINE LOTION 100 ML GLBOT,MORISON PLC,LACTO,GLBOT,100,ML,100.00 ML
NATURES SECRETS INTENSIVE CARE COCOA BUTTER SUPREME & VITAMIN E 50 ML PLBOT,NATURE'S BEAUTY CREATIONS LTD,NATURES SECRETS,PLBOT,50,ML,50.00 ML
ELITHE WHITE LUCENT BRIGHTENING DAY CREAM 45 ML CDBOX,NATURE'S BEAUTY CREATIONS LTD,ELITHE,CDBOX,45,ML,45.00 ML
PEARS NEW FLORAL SCENT PURE GENTLE BABY CREAM 300 ML PLBOT,UNILEVER SRI LANKA LTD,PEARS BABY,PLBOT,300,ML,300.00 ML
LYSOL 10X SURFACE CLEANER & GERM KILL FLORA PLBOT 200 ML + SAVE RS 20,RECKITT BENCKISER (LANKA) LTD,LYSOL,PLBOT,200,ML,200.00 ML
LYSOL 10X SURFACE CLEANER & GERM KILL CITRUS PLBOT 200 ML + SAVE RS 20,RECKITT BENCKISER (LANKA) LTD,LYSOL,PLBOT,200,ML,200.00 ML
LYSOL 10X SURFACE CLEANER & GERM KILL LAVENDER PLBOT 200 ML + SAVE RS 20,RECKITT BENCKISER (LANKA) LTD,LYSOL,PLBOT,200,ML,200.00 ML
CLOROX ORIGINAL TRIPLE ACTION 500 ML PLBOT (A BAUR & COMPANY LTD),A BAUR & COMPANY LTD,CLOROX,PLBOT,500,ML,500.00 ML
AMMI MASALA CHILLI POWDER 100 GM PLPCH,AMMI MASALA PRODUCTS,AMMI MASALA,PLPCH,100,GM,100.00 GM
MINARA CHILLI PIECES 100 GM PLPCH,MINARA FOODS (PVT) LTD,MINARA,PLPCH,100,GM,100.00 GM
RASAMUSU CHILLI PIECES 50 GM PLPCH (CW FOODS CEYLON),CW FOODS CEYLON (PVT) LTD,RASAMUSU,PLPCH,50,GM,50.00 GM
RASAMUSU CHILLI POWDER 50 GM PLPCH (CW FOODS CEYLON),CW FOODS CEYLON (PVT) LTD,RASAMUSU,PLPCH,50,GM,50.00 GM
RASAMUSU (NETHU) PEPPER POWDER 50 GM PLPCH,NETHU PRODUCTS,RASAMUSU,PLPCH,50,GM,50.00 GM
SALINI CHILLI POWDER 50 GM PLPCH,SALININ GRAING,SALINI,PLPCH,50,GM,50.00 GM
SAMILA PEPPER POWDER 50 GM PLPCH,SAMILA PRODUCTS,SAMILA,PLPCH,50,GM,50.00 GM
SACHIE CHOCO MALT 250 GM PLPCH,SACHIE BISCUITS (PVT) LTD,SACHIE CHOCO MALT,PLPCH,250,GM,250.00 GM
RASHIKA HAPPY COOKIES BISCUIT 200 GM PLPCH,RASHIKA TRADING (PVT) LTD,RASHIKA HAPPY COOKIES,PLPCH,200,GM,200.00 GM
PRABODHI SOYA MEAT 40 GM PLPCH,PRABODHI FOOD PRODUCTS,PRABODHI,PLPCH,40,GM,40.00 GM
STC TEA 100 GM PLPCH,SIGNATURE,STC,PLPCH,100,GM,100.00 GM
WIJAYA BLACK TEA 50 GM CDBOX,WIJAYA PRODUCTS (PVT) LTD,WIJAYA,CDBOX,50,GM,50.00 GM
STAR LIGHT FRESH GARDEN 50 GM PLPCH,STAR HOLDINGS INTERNATIONAL,STAR LIGHT,PLPCH,50,GM,50.00 GM
RAN KAHATA TEA 390 GM PLPCH,SUNSHINE COUNSUMER LANKA LTD,RAN KAHATA,PLPCH,390,GM,390.00 GM
ZESTA PREMIUM BOPF 390 GM PLPCH,SUNSHINE COUNSUMER LANKA LTD,ZESTA,PLPCH,390,GM,390.00 GM
NUTRIMATE CHOCO BUBBLES 100 GM CDBOX,CERESTAR (PVT) LTD,NUTRIMATE,CDBOX,100,GM,100.00 GM
NUTRIMATE FROOTI RINGS 100 GM CDBOX,CERESTAR (PVT) LTD,NUTRIMATE,CDBOX,100,GM,100.00 GM
LION AUSTRALIAN 100% OATS 700 GM PLPCH (LION DATES IMPEX),LION DATES IMPEX PVT LTD,LION,PLPCH,700,GM,700.00 GM
CLEAR MEN ANTI DANDRUFF DEEP CLEANSE PLBOT 180 ML + SAVE RS 45,UNILEVER SRI LANKA LTD,CLEAR,PLBOT,180,ML,180.00 ML
L'OREAL (IMPORTED) PARIS TOTAL REPAIR 5 ADVANCED REPAIRING CONDITIONER 192.5 ML PLBOT,IMPORTED,L'OREAL PARIS,PLBOT,193,ML,192.50 ML
GARNIER FRUCTIS (HEMAS) LONG & STRONG STRENGTHENING CONDITIONER 80 ML PLBOT,HEMAS MARKETING,GARNIER FRUCTIS,PLBOT,80,ML,80.00 ML
GARNIER FRUCTIS (HEMAS) LONG & STRONG STRENGTHENING CONDITIONER 175 ML PLBOT,HEMAS MARKETING,GARNIER FRUCTIS,PLBOT,175,ML,175.00 ML
HAYLEYS GOVI ARUNA BLACK PEPPER POWDER 50 GM PLPCH,HAYLEYS CONSUMER PRODUCTS LTD,HAYLES GOVI ARUNA,PLPCH,50,GM,50.00 GM
MADUSHANKA CURRY POWDER 50 GM PLPCH,MADUSHANKA PRODUCTS,MADUSHANKA,PLPCH,50,GM,50.00 GM
NAVOLAN CHILLI PIECES 50 GM PLPCH,NAVOLAN LANKA (PVT) LTD,NAVOLAN,PLPCH,50,GM,50.00 GM
AMARA MEAT CURRY POWDER 50 GM CDBOX,AMARA PRODUCTS,AMARA,CDBOX,50,GM,50.00 GM
WIJAYA FISH MASALA POWDER 50 GM CDBOX,WIJAYA PRODUCTS (PVT) LTD,WIJAYA,CDBOX,50,GM,50.00 GM
SUNIL TURMERIC POWDER 25 GM PLPCH (SUNIL GRINDING),SUNIL GRINDING MILLS,SUNIL,PLPCH,25,GM,25.00 GM
SERA BLACK PEPPER POWDER 100 GM PLPCH,CONVENIENCE FOODS (LANKA) PLC,SERA,PLPCH,100,GM,100.00 GM
GOYA BODY SPRAY FORM SECRET CRUSH 90 ML,HEMAS MARKETING,GOYA,,90,ML,90.00 ML
GOYA BODY SPRAY FORM LOVE AFFAIR 90 ML,HEMAS MARKETING,GOYA,,90,ML,90.00 ML
GOYA BODY SPRAY FORM MISCHIEF MAKER 90 ML,HEMAS MARKETING,GOYA,,90,ML,90.00 ML
ENCHANTEUR ALLURING 75 ML TIN,UTN TRADING,ENCHANTEUR,TIN,75,ML,75.00 ML
ENCHANTEUR ENTICING 75 ML TIN,UTN TRADING,ENCHANTEUR,,75,ML,75.00 ML
ENCHANTEUR ROMANTIC 75 ML,UTN TRADING,ENCHANTEUR,,75,ML,75.00 ML
CAMELLIA (UTN) CLASSY EAU DE PARFUM 22 ML CDBOX,UTN TRADING,CAMELLIA,CDBOX,22,ML,22.00 ML
EDINBOROUGH NOODLES 400 GM PLPCH,PACIFIC TRADING COMPANY,EDINBOROUGH,PLPCH,400,GM,400.00 GM
DELMAGE BUTTER ARTIFICIAL ESSENCE 28 ML GBT,DELMEGE FORSYTH & CO.LTD,DELMAGE ALMOND BUTTER,GBT,28,ML,28.00 ML
DELMAGE MILK ARTIFICIAL ESSENCE 28 ML GBT,DELMEGE FORSYTH & CO.LTD,DELMAGE ALMOND MILK,GBT,28,ML,28.00 ML
LAKMEE DADAYAM BATTA VENISON FLAVOURED 50 GM PLPCH,LAKMEE EXPORTS,LAKMEE,PLPCH,50,GM,50.00 GM
ZESTA PREMIUM BOPF PLPCH 195 GM + SAVE RS 20,SUNSHINE COUNSUMER LANKA LTD,ZESTA,PLPCH,195,GM,195.00 GM
DOMEX FRESH GUARD OCEAN FRESH DISINFECTANT TOILET EXPERT 500 ML PLBOT (USL),UNILEVER SRI LANKA LTD,DOMEX,PLBOT,500,ML,500.00 ML
DOMEX FRESH GUARD LIME FRESH DISINFECTANT TOILET EXPERT 500 ML PLBOT (USL),UNILEVER SRI LANKA LTD,DOMEX,PLBOT,500,ML,500.00 ML
PIURA ANTI BACTERIAL TILE CLEANER 500 ML PLBOT,OXY HOLDING PVT LTD,PIURA,PLBOT,500,ML,500.00 ML
KELLOGG'S (DELMEGE FORSYTH) CHOCOS FILLS DOUBLE CHOCOLATY 250 GM CDBOX,DELMEGE FORSYTH & CO.LTD,KELLOGG'S CHOCOS,CDBOX,250,GM,250.00 GM
KELLOGG'S (DELMEGE FORSYTH) CHOCOS 250 GM PLPCH,DELMEGE FORSYTH & CO.LTD,KELLOGG'S CHOCOS,PLPCH,250,GM,250.00 GM
CLEAR ANTI DANDRUFF SCALP CARE SHAMPOO COMPLETE SOFT CARE PLBOT 180 ML + SAVE RS 25,UNILEVER SRI LANKA LTD,CLEAR,PLBOT,180,ML,180.00 ML
DOVE ANTI DANDRUFF SOLUTIONS-DANDRUFF CARE SHAMPOO 180 ML PLBOT,UNILEVER SRI LANKA LTD,DOVE,PLBOT,180,ML,180.00 ML
L'OREAL (HEMAS) EXTRA ORDINARY CLAY SHAMPOO 192.50 ML PLBOT,HEMAS MARKETING,L'OREAL PARIS,PLBOT,193,ML,192.50 ML
HERB LINE GODAPARA & SHIKAKAI ANTI DANDRUFF CONDITIONER 200 ML PLBOT,HERB LINE - SRI LANKA,HERB LINE,PLBOT,200,ML,200.00 ML
PANTENE PRO-V (HAYLEYS) ADVANCED HAIR FALL SOLUTION TOTAL DAMAGE CARE CONDITIONER 200 ML PLBOT,HAYLEYS CONSUMER PRODUCTS LTD,PANTENE PRO-V,PLBOT,200,ML,200.00 ML
HERB LINE GODAPARA & SHIKAKAI ANTI DANDRUFF SHAMPOO 200 ML PLBOT,HERB LINE - SRI LANKA,HERB LINE,PLBOT,200,ML,200.00 ML
L'OREAL (HEMAS) TOTAL REPAIRS 5 ADVANCED REPAIRING SHAMPOO 82.5 ML PLBOT,HEMAS MARKETING,L'OREAL PARIS,PLBOT,83,ML,82.50 ML
L'OREAL (HEMAS) TOTAL REPAIRS 5 ADVANCED REPAIRING CONDITIONER 71.50 ML PLBOT,HEMAS MARKETING,L'OREAL PARIS,PLBOT,72,ML,71.50 ML
REEBONN ALOE VERA RINSE OFF CONDITIONER SMOOTH & HEALTHY 100 ML PLBOT,REEBONN COSMETIC (PVT) LTD,REEBONN,PLBOT,100,ML,100.00 ML
LIFEBUOY TOTAL 10 WITH PURE OLIVE OIL (100*3) 300 GM EWRPK + BUY 2 GET 1 FREE ALOEVERA SOAP,UNILEVER SRI LANKA LTD,LIFEBUOY,EWRPK,300,GM,300.00 GM
KHOMBA ORIGINAL HERBAL CARE EWRPK (90*2) 180 GM + SAVE RS 37,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,EWRPK,180,GM,180.00 GM
LINK SUDANTHA DESTROY BAD BACTERIA CDBOX (80*2) 160 GM + SAVE RS 20,LINK NATURAL PRODUCT,LINK SUDANTHA,CDBOX,160,GM,160.00 GM
SERA CHILLI POWDER 1000 GM PLPCH,CONVENIENCE FOODS (LANKA) PLC,SERA,PLPCH,1000,GM,1000.00 GM
HELA SUWAYA ROASTED CURRY POWDER 75 GM PLPCH,HELA SUWAYA,HELA SUWAYA,PLPCH,75,GM,75.00 GM
MINIPURA CHILLI POWDER 50 GM PLPCH,MINIPURA FOOD PRODUCT,MINIPURA,PLPCH,50,GM,50.00 GM
AGM (ALUGOLA GRINDIN) CHILLI POWDER 250 GM PLPCH,ALUGOLA GRINDING MILL,AGM,PLPCH,250,GM,250.00 GM
AGM (ALUGOLA GRINDIN) CHILLI POWDER 50 GM PLPCH,ALUGOLA GRINDING MILL,AGM,PLPCH,50,GM,50.00 GM
AGM (ALUGOLA GRINDIN) CHILLI POWDER 100 GM PLPCH,ALUGOLA GRINDING MILL,AGM,PLPCH,100,GM,100.00 GM
AGM (ALUGOLA GRINDIN) PEPPER POWDER 100 GM PLPCH,ALUGOLA GRINDING MILL,AGM,PLPCH,100,GM,100.00 GM
AGM (ALUGOLA GRINDIN) CURRY POWDER 50 GM PLPCH,ALUGOLA GRINDING MILL,AGM,PLPCH,50,GM,50.00 GM
AGM (ALUGOLA GRINDIN) CURRY POWDER 100 GM PLPCH,ALUGOLA GRINDING MILL,AGM,PLPCH,100,GM,100.00 GM
PEARS BABY PURE & GENTLE BABY CREAM 200 ML PLBOT + FREE STATIONARY KIT,UNILEVER SRI LANKA LTD,PEARS BABY,PLBOT,200,ML,200.00 ML
PEARS BEDTIME BABY COLOGNE REFRESHED SKIN IRRESISTIBLE BABY FRAGRANCE 100 ML GBT + FREE PEARS ALOE VERA & NEEM SOAP 95 GM,UNILEVER SRI LANKA LTD,PEARS BABY,GBT,100,ML,100.00 ML
PEARS PURE & GENTLE BABY COLOGNE-REFRESHED SKIN IRRESISTIBLE BABY FRAGRANCE 100 ML GBT + FREE PEARS ALOE VERA & NEEM SOAP 95 GM,UNILEVER SRI LANKA LTD,PEARS BABY,GBT,100,ML,100.00 ML
PEARS MAGIC DROPS BABY COLOGNE-REFRESHED SKIN IRRESISTIBLE BABY FRAGRANCE 100 ML GBT + FREE PEARS ALOE VERA & NEEM SOAP 95 GM,UNILEVER SRI LANKA LTD,PEARS BABY,GBT,100,ML,100.00 ML
PEARS ACTIVE FLORAL COLOGNE-REFRESHED SKIN IRRESISTIBLE BABY FRAGRANCE 100 ML GBT + FREE PEARS ALOE VERA & NEEM SOAP 95 GM,UNILEVER SRI LANKA LTD,PEARS BABY,GBT,100,ML,100.00 ML
SIGNAL STRONG TEETH NEW FORMULA WITH ENHANCED CAVITY PROTECTION 120 GM CDBOX + FREE PENCLL & ERASER,UNILEVER SRI LANKA LTD,SIGNAL STRONG TEETH,CDBOX,120,GM,120.00 GM
SIGNAL STRONG TEETH NEW FORMULA WITH ENHANCED CAVITY PROTECTION 160 GM CDBOX + FREE KEY-TAG,UNILEVER SRI LANKA LTD,SIGNAL STRONG TEETH,CDBOX,160,GM,160.00 GM
CLOGARD SMART CLEAN - MEADIUM 2 NO + SAVE RS 15,HEMAS MARKETING,CLOGARD,,2,NO,2.00 NO
REBE.LEE B.CREAM HERBAL ALOEVERA RATHMAL GINGELLY OIL VENIVAL KHOMBA &VITAMIN E 100 ML +REB.LEE BABY SOAP_HERBAL ALOEV.RATHM.GING.OIL VENIV&KHOMBA 100 GM,ICL MARKETING,REBECCA LEE BABY,PLBOT,100,ML,100.00 ML
CADBURY'S DAIRY MILK ROAST ALMOND 160 GM PLPCH (IMPORTED),IMPORTED,CADBURY'S DAIRY MILK,PLPCH,160,GM,160.00 GM
CADBURY'S DAIRY MILK FRUIT & NUT 160 GM EWRPK (IMPORTED),IMPORTED,CADBURY'S DAIRY MILK,EWRPK,160,GM,160.00 GM
CADBURY'S DAIRY MILK-MILK CHOCOLATE 160 GM PLPCH (IMPORTED),IMPORTED,CADBURY'S DAIRY MILK,PLPCH,160,GM,160.00 GM
TOREN CLASSIC PEANUT COMPOUND CHOCOLATE 52 GM PLPCH (IMPORTED),IMPORTED,TOREN,PLPCH,52,GM,52.00 GM
TOREN CLASSIC MILKY COMPOUND 100 GM PLWRP (IMPORTED),IMPORTED,TOREN,PLWRP,100,GM,100.00 GM
NESTLE MILKY BAR 90 GM PLPCH,IMPORTED,NESTLE,PLPCH,90,GM,90.00 GM
NESTLE BEYAZ CIKOLATA KARE 60 GM PLPCH,IMPORTED,NESTLE,PLPCH,60,GM,60.00 GM
HELAVIRU YOGHURT 80 ML PLCUP,HELAVIRU PRODUCTS,HELAVIRU,PLCUP,80,ML,80.00 ML
CIC CREAMOO ALOE DRINKING YOGHURT 185 ML PLBOT,CIC DAIRIES PRODUCTS,CIC,PLBOT,185,ML,185.00 ML
ENFAGROW (HEMAS) A+ STAGE 4 VANILLA FOR 3 YEAR & ABOVE 400 GM TIN-ILK FORMULA FOR CHILDREN,HEMAS PHARMACEUTICALS (PVT) LTD,ENFAGROW A + 4,TIN,400,GM,400.00 GM
BABY CHERAMY BED TIME BABY COLOGNE CALMING FRAGRANCE 100 ML PLBOT,HEMAS MARKETING,BABY CHERAMY,PLBOT,100,ML,100.00 ML
ENCHANTEUR GORGEOUS 75 ML,UTN TRADING,ENCHANTEUR,,75,ML,75.00 ML
MANGO - THERED NOTEBOOK (A6) 120 PGS - 1 NO,PRINT EXCEL PVT LTD,MANGO,,1,NO,1.00 NO
WEERODARA - NOTEBOOK (A6) 120 PGS - 1 NO,WEERODARA STATIONERY (PVT) LTD,WEERODARA,,1,NO,1.00 NO
MANGO - THERED NOTEBOOK (A6) 160 PGS - 1 NO,PRINT EXCEL PVT LTD,MANGO,,1,NO,1.00 NO
RATHNA - THERED NOTEBOOK (A6) 80 PGS - 1 NO,PRINT EXCEL PVT LTD,RATHNA,,1,NO,1.00 NO
RICHARD - PRACTICAL FIVE RULE BOOK (A4) 80 PGS - 1 NO,RICHARD TRADING CO (PVT) LTD,RICHARD,,1,NO,1.00 NO
SAMURAIS - SUPER GUM (CLEAR GLUE) 25 ML PLBOT,SAMURAIS INDUSTRIES,SAMURAIS,PLBOT,25,ML,25.00 ML
KANGAROO - HB PENCIL - 1 NO,DSL ENTERPRISES (PVT) LTD,KANGAROO,,1,NO,1.00 NO
RADIANT - BALL POINT PEN - 1 NO,RADIANT MARKETING (PVT) LTD,RADIANT,,1,NO,1.00 NO
MAMA'S PRIDE NAPPY WASH POWDER 400 GM CDBOX + FREE 40 GM,ECODIFY SOLUTIONS PVT LTD,MAMA'S PRIDE,CDBOX,440,GM,440.00 GM
PANDA BABY - BABY COLOGNE 100 ML + PANDA BABY SUMUDU BABY SOAP 75 GM,NATURE'S BEAUTY CREATIONS LTD,PANDA BABY,CDBOX,100,ML,100.00 ML
VIM EXTRA + ANT-BACTERIAL WITH LIME DISHWASH LIQUID 500 ML + FREE BRUSH,UNILEVER SRI LANKA LTD,VIM,,500,ML,500.00 ML
HERB LINE VENIVEL & WILD TURMERIC NIGHT CREAM 50 GM CDBOX,HERB LINE - SRI LANKA,HERB LINE,CDBOX,50,GM,50.00 GM
BIOVITA ULTRA GROWING MOISTURIZER BODY LOTION 200 ML PLBOT (AYU PHARMA),AYU PHARMA & NEUTRA,BIOVITA,PLBOT,200,GM,200.00 GM
GOLDEN TOUCH MENS FAIRNESS DAY CREAM KASTHURI KAHA EXTRACT 50 GM CDBOX (JA BEAUTY),JA BEAUTY CARE (PVT) LTD,GOLDEN TOUCH,CDBOX,50,GM,50.00 GM
L'OREAL (HEMAS) TOTAL REPAIRS 5 ADVANCED REPAIRING CONDITIONER 192.50 ML PLBOT,HEMAS MARKETING,L'OREAL PARIS,PLBOT,193,ML,192.50 ML
L'OREAL (HEMAS) EXTRA ORDINARY CLAY SHAMPOO 396 ML PLBOT + (10% EXTRA),HEMAS MARKETING,L'OREAL PARIS,PLBOT,396,ML,396.00 ML
UVA LIGHT DETERGENT SOAP 80 GM EWRPK,SHA CHEM PRODUCTS,UVA LIGHT,EWRPK,80,GM,80.00 GM
VEL. ROSE POM.SOAP+VEL. MILK ALMO.SOAP + VEL. HONEY & YOG.SOAP BY 3 EWRPK (100*3) 300 GM + SAVE RS 20,HEMAS MARKETING,VELVET,EWRPK,300,GM,300.00 GM
FOLLOW ME WITH STRAWBERRY FLAVOUR KIDS TOOTH PASTE 45 GM CDBOX,NEOMED INTERNATIONAL,FOLLOW ME,CDBOX,45,GM,45.00 GM
HORLICKS CHOCOLATE DELIGHT 400 GM CDBOX,UNILEVER LIPTON CEYLON LTD,HORLICKS,CDBOX,400,GM,400.00 GM
RAVAN MILD HERBAL HAIR COLOUR SHAMPOO-5 MINUTES 10 ML PLPCH,DREAM LIFE SCIENCE (PVT)LTD,RAVAN,PLPCH,10,ML,10.00 ML
GODREJ EXPERT NATURAL BLACK ORIGINAL 21 ML PLPCH,GODREJ HOUSEHOLD PRODUCTS (PVT) LTD,GODREJ,PLPCH,21,ML,21.00 ML
BELLOSE 5 MINUTES HAIR COLOUR 1.0 BLACK 30 ML CDBOX,BELLOSE LANKA LTD,BELLOSE,CDBOX,30,ML,30.00 ML
BELLOSE 5 MINUTES HAIR COLOR FOR WOMEN 2.0 BROWN BLACK 30 ML CD BOX,BELLOSE LANKA LTD,BELLOSE,CDBOX,30,ML,30.00 ML
BELLOSE PROFESSIONAL MEDIUM BROWN 4.0 - 60 ML CDBOX,BELLOSE LANKA LTD,BELLOSE,CDBOX,60,ML,60.00 ML
RED LION CHOCOLATE FLAVOURED ICING CAKE 700 GM CDBOX (RED LION BAKERS),RED LION BAKERS LANKA LTD,RED LION,CDBOX,700,GM,700.00 GM
DAINTEE EXPRESS CHOCO COATED WAFER 10 GM PLPCH,SUNSHINE COUNSUMER LANKA LTD,DAINTEE EXPRESS,PLPCH,10,GM,10.00 GM
CHERISH CHOCOLATE FINGER CRISPY CHOCO FINGER TREAT 80 GM CDBOX,CHERISH BISCUIT (PVT) LTD,CHERISH,CDBOX,80,GM,80.00 GM
PUBUDU JELLY YOGHURT 80 GM PLCUP,PUBUDU MILK PRODUCTS,PUBUDU,PLCUP,80,GM,80.00 GM
SUNRAY STRAWBERRY DRINKING YOUGHT 200 ML PLBOT,SUNRAY MILK PRODUCTS,SUNRAY,PLBOT,200,ML,200.00 ML
