MANUFACTURE,BRAND,ITEMDESC,QTY,UNIT,PACKSIZE,PACKTYPE
RICHARD TRADING CO (PVT) LTD,COLOURAY,RICHARD COLOURAY/1NO/B5 BOOK 8OPGS ,1,NO,1NO,10000
SANJU PRODUCTS,SANJU PRODUCTS ALOE VERA,SANJU PRODUCTS/ ALOE VERA DRINK/ 200/ ML/ PLBOT,10000,10000,200 ML,PLBOT
UNILEVER SRI LANKA LTD,LIFEBUOY,LIFEBUOY /HEALTH SHAMPOO/ WITH HERBAL  EXTRACTS /80/ ML/ PLBOT,10000,10000,80 ML,PLBOT
OWEN LANKA CHEMICALS,MASTER CLEANER,MASTER CLEANER /DISH WASH LIQUID /SMART CLEAN /500/ ML/ PLBOT,10000,10000,500 ML,PLBOT
LAKMEE EXPORTS,LAKMEE,LAKMEE/50/GM/PLPCH/BUDDY CUTTLE FISH FLAVOUR ,50,GM,50GM ,PLPCH 
MENAKA FOOD PRODUCTS ,MENAKA ,MENAKE/50 /GM/PLPCH/CHILLI POWDER/+ SAVE RS 10/MENAKA FOOD PRODUCTS ,10000,10000,50 GM,PLPCH 
LAKLIGHTS PRODUCTS,LAKLIGHTS,LAKLIGHTS/50/GM/PLPCH/MUTTON FLAVOUR SOYA MEAT/LAKLIGHTS PRODUCTS,10000,10000,50 GM,PLPCH 
RAIGAM MARKETING SERVICE,RAIGAM SOYA,RAIGAM/90/GM/PLPCH/MUTTON FLAVOUR SOYA MEAT/RAIGAM MARKETING SERVICE,10000,10000,90 GM,PLPCH 
CEYLON BISCUITS LIMITED,MUNCHEE,MUNCHEE/85 GM/PLPCH/CAROL COOKIES,10000,10000,85 GM,PLPCH 
DREAM GARDEN SPICY PVT LTD,DELIGHT,DELIGHT/500/G/EWRPK/NO-1/CHILLI POWDER ,500,GM,500G,EWRPK 
"V.I,K PRODUCTS ",V.I.K,V.I.K/170/G/EWRPK/VIM SHEL LEMON,170,GM,170G,EWRPK 
MINIMUTHU PRODUCT ,MINIMUTHU ,MINIMUTHU/40/G/EWRPK/NO-1/CURRY FLAVOUR ,40,GM,40G,EWRPK 
LANKA DISTRIBUTOR,IMPACT ,IMPACT/22/ML/CDBOX/IMPACT EAU DE PARFUM NATURAL SPRAY,22,ML,22ML,CDBOX 
LANKA DISTRIBUTOR,SPORTSORPARIS ,SPORTSORPARIS/22/ML/CDBOX/SPORTSORPARIS EAU DE PARFUM NATURAL SPRAY,22,ML,22ML,CDBOX 
DELMAR LANKA PVT LTD,CALIN,CALIN/70/G/KOHOMBA WITH NEEM AND TURMERIC ,70,GM,70G,CD BOX
WICKRAMA PRODUCTS,WICKRAMA ,WICKRAMA GODARAKA PASTE 250GM,250,GM,250GM,CUP
WICKRAMA PRODUCTS,WICKRAMA ,WICKRAMA GORAKA PASTE 500GM,500,GM,500GM,CUP
WICKRAMA PRODUCTS,WICKRAMA ,WICKRAMA GORAKA PASTE 100GM,100,GM,100GM,CUP
ARKADIA FOODS ( PVT) LTD ,MARCO,MARCO/500/GM/PLPCH/FAMILY BUDGET PACK/NOODLES ,10000,10000,500 GM,PLPCH 
CEYLON FOODS TRADING (PRIVATE) LIMITED,NAAN,NAAN FOODS/30/GM/PLPCH/BIRIYANI MIX,10000,10000,30 GM,PLPCH 
FRESHVILLE SWEET PVT LTD,DELZIAS,DELZIAS/01/NO/CENTER FILL STRAWBERRY FLAVOUR BUBBLE GUM ,10000,10000,NO 01,PLPCH
COCA-COLA BEVERAGES,KINLEY SODA,KINLEY/750/ML/PBT/SODA,750,ML,750ML,PBT
N-JOY FOOD PRODUCT ,N-JOY,N-JOY/190/ML/RGB/MIXED FRUIT NECTAR ,190,ML,190ML,RGB
ROYAL PAINTS LANKA,REOLUXE,ROYAL PAINTS / 1000 / ML / PLBOT / BRILLIANT WHITE EMULSION ,10000,10000,1000 ML,PLBOT 
MAWANELLA ROYAL TRADING (PVT)LGTD,ROYAL KULFI,ROYAL KULFI / 70  / ML / CUP / ICE CUP,10000,10000,70 ML,CUP
MAWANELLA ROYAL TRADING (PVT)LGTD,ROYAL KULFI,ROYAL KULFI / 80 /ML / PLPCH  / ROSE MASTI,10000,10000,80 ML,PLPCH 
SUNRO LANKA,SUN COLA,SUN COLA/350/ML/PLBOT,10000,10000,350 ML,PLBOT 
SUNRO LANKA,SUN ORANGE,SUN ORANGE/750/ML/PLBOT ,10000,10000,750 ML,PLBOT 
SUNRO LANKA,SUN NESTA,SUN NESTA/350/ML/PLBOT ,10000,10000,350 ML,PLBOT 
SUNRO LANKA,SUN ORANGE,SUN ORANGE/350/ML/PLBOT ,10000,10000,350 ML,PLBOT 
SUNRO LANKA,SUN NESTA,SUN NESTA/750/ML/PLBOT ,10000,10000,750 ML,PLBOT 
SUNRO LANKA,SUNPRITE,SUNPRITE/350/ML/PLBOT ,10000,10000,350 ML,PLBOT 
SUNRO LANKA,SUNPRITE,SUNPRITE/750/ML/PLBOT ,10000,10000,750 ML,PLBOT 
HILMAS LANKA PVT LTD,CEARS,CEARS / 1 NO / PLPCH / CHILLOVE / 5 FLAVOURED LOLLYPOPS,10000,10000,1 NO,PLPCH 
